comment_id,score,content,time,city,gender,sentiment,province,gender_mapped
1211665559,5.0,二刷！依旧精彩,2025/4/21 21:16,佛山,0,0.9913,广东省,0
1211652698,5.0,支持一下国产动漫,2025/4/21 21:15,延边,1,0.9101,未知省份,1
1211623835,5.0,剧情搞笑又紧张,2025/4/21 21:13,武汉,0,0.9853,湖北省,0
1211642772,3.5,还行吧，特效不错,2025/4/21 21:08,深圳,0,0.9776,广东省,0
1211659669,4.5,值得看的一部,2025/4/21 20:59,海东,0,0.9496,青海省,0
1211668543,4.5,说实话用了这么多线上平台，只有每次在这种草的店，品质都在线，值得信赖的好平台??我的天哪，感谢遇到这么好的平台，为什么没有早点发现，以后继续冲冲冲！,2025/4/21 20:58,温州,0,0.992,浙江省,0
1211663532,5.0,vvgg**粉底,2025/4/21 20:47,东莞,0,0.9894,广东省,0
1211643691,5.0,好????????,2025/4/21 20:47,沈阳,0,0.3178,辽宁省,0
1211666575,5.0,不错非常好看,2025/4/21 20:47,淮南,0,0.6095,安徽省,0
1211616885,4.5,非常好看，特效绝了，2刷了,2025/4/21 20:45,金昌,0,0.9554,甘肃省,0
1211629759,5.0,电影嘎嘎好，,2025/4/21 20:45,库尔勒,0,0.943,新疆维吾尔自治区,0
1211649608,4.5,剧情很好，特效也很好，,2025/4/21 20:41,惠阳,0,0.9928,未知省份,0
1211651643,5.0,剧情跌宕起伏，画面完美，演技完美,2025/4/21 20:41,成都,1,0.9954,四川省,1
1211660645,5.0,好看，震撼，值得观看。,2025/4/21 20:34,江门,0,0.7164,广东省,0
1211628814,5.0,剧情很好，画面很好,2025/4/21 20:34,启东,0,0.9969,江苏省,0
1211636750,5.0,很不错，喜欢观看,2025/4/21 20:32,内江,0,0.9807,四川省,0
1211622782,4.5,很不错，推荐看,2025/4/21 20:32,葫芦岛,0,0.9097,辽宁省,0
1211655635,5.0,非常好看，值得去看,2025/4/21 20:30,罗源县,0,0.7813,福建省,0
1211628811,5.0,确实值得一看,2025/4/21 20:28,南阳,0,0.7546,河南省,0
1211662614,5.0,国漫之光，品质高，,2025/4/21 20:25,张家口,2,0.9965,河北省,2
1211668534,5.0,好看，看了三次,2025/4/21 20:24,涿州,2,0.9143,河北省,2
1211665544,5.0,好，很好，非常好看！支持,2025/4/21 20:24,济南,0,0.5224,山东省,0
1211638695,5.0,很好很棒支持,2025/4/21 20:17,深圳,0,0.9728,广东省,0
1211650703,5.0,特别好看，快去看,2025/4/21 20:07,都江堰,0,0.8254,四川省,0
1211660637,5.0,好看不错值得推荐,2025/4/21 20:01,成都,0,0.7057,四川省,0
1211660634,5.0,好看，hao,2025/4/21 19:53,曹妃甸,0,0.9637,未知省份,0
1211640706,4.5,剧情不错。。,2025/4/21 19:51,邯郸,0,0.9749,河北省,0
1211668525,5.0,不错很棒的电影,2025/4/21 19:51,宜昌,0,0.953,湖北省,0
1211653704,5.0,画面非常好。,2025/4/21 19:50,抚顺,0,0.9982,辽宁省,0
1211663515,5.0,好看的很，大家都去看,2025/4/21 19:46,成都,1,0.462,四川省,1
1204934993,5.0,"春节档第一部，看期待了五年多的哪吒2。
没有一秒钟不值得看，全方位的好，哪哪都好，故事、情感、特效、审美、节奏、叙事线……笑点泪点燃点，沉浸的一秒钟都不舍得移开眼睛。
喜欢东海龙王敖光，喜欢小哪吒大哪吒。
二刷见！",2025/1/29 17:01,南京,2,0.998,江苏省,2
1204850223,5.0,超感动????????，不是非黑即白，就像生活一样，不是孰对孰错，我们都有选择权，选择成为什么样的人。有懂你的人，与你一起前行，好像就不会害怕了，就算前路漫漫，我们也是一同分享和分担，去成长。无需活在别人暗定的规则中，也不要全然相信别人过往的经验，毕竟世事无常，唯一不变的是变化。唯有拥抱变化，才能适应这无常的生活，在生活中找寻美的一面，学会珍惜，学会感恩，学会拥抱自己，过好每一天。把握当下的幸福，畅享未来的美好，我们才会越走越远??????,2025/1/29 11:42,柳州,1,0.9997,广西壮族自治区,1
1205109933,4.5,"（先让我吼几嗓子:龙爹敖光真帅啊啊啊!!! 敖丙一如既往地帅啊啊啊啊!!哪吒变大之后也好帅啊啊啊啊!电影对颜狗真好）
     “何为黑 何为白 何为正道 何为邪魔外道 何为仙 而何又为魔” 主旨不全是我命由我不由天  还有影射现实社会的 如何判断好坏 看官职大小还是看钱和势力多少 还是...取决于心
      比第一部要好看嗷!!
      本以为申公豹彻底洗白了 看完彩蛋又觉着悬 我真以为申公豹和那个捕妖队队长就是唯二反派了 没想到仙翁的“叛变”反转猝不及防 还有最美反派西海龙王姑姑
      前面依旧笑点众多 我可太喜欢太乙真人和小猪猪了 还有碎掉的土拨鼠 虽然到最后还是来到了“大家都没长嘴只是一味的用暴力发泄怒火”的误会情节 但也不觉俗套 这很奇怪（可能我真的看脸吧）哪吒的自我剖析和紧接着其母亲的消散 虽有预感但还是没能躲开 眼泪哗哗的流（刀我别用亲情刀）可能是大环境的影响吧 每次看到这种以少对多 以己手掀断腐烂根基且连根拔出 我总是会共情并觉得解气 毕竟还没有改变的能力 现实生活中对于种种 只能接受
      看故事走向是一定会到封神之战了 对于后续我还是非常期待的!",2025/1/29 23:04,诸城,0,0.9982,山东省,0
1208997307,5.0,"看完发现“人们心中的成见就像一座大山无法撼动”这句话是对的。

第一，土拨鼠从未杀人，吃的也是难吃到吐的南瓜粥，却被当场施刑。
第二，申公豹他爹气宇轩昂，有教无类。教导小妖要刻苦修炼、出人头地。即便是面对杀上门的阐教，也是自断一臂，客气行礼！却也难逃万箭穿心！
第三，顶级宅女石矶娘娘居住在空无人烟的弃地，仅仅是天天照镜子臭美，却要被绳之以法。
那么多信息告诉我截教有蹊跷，但我当时还是轻信申公豹会屠城陈塘关，果然，人心的成见是一座大山。即便是出身寒微的我，也会讲究“根正苗红”",2025/2/15 16:10,苏州,0,0.9487,江苏省,0
1209885252,5.0,"我是25届高考生，成绩提不上去，很难看到希望那种，妈妈和我今天一起看的这部电影，妈妈是二刷，她说值得，我看的起先是沉不住气的，总想知道结局知道正道和反派，以为神仙总是对的，就像别人对我的评价，总觉得我真的考不上，真的就止步于此了，可是情节慢慢发展，悄然变化，是主角心境的变化，也是我心情的转变，对于还有一百天高考的我来说，很受激励，道听途说是没用的，真正的道是自己争的，自己闯的，人的潜能是无限的，哪吒的潜能就说明了这点，一次次打压没有将他压倒，而是让他再次嘲笑命运的无能，还有一百天，我不该被现状打倒，更不该被流言困扰，妈妈说她不希望我能考顶高的成绩，只希望我不留遗憾，不负自己，如果前方没有路，那变闯出一条路，乾坤未定，怎知我不是黑马！2025高考加油！

?观影贴士",2025/2/22 21:40,临汾,0,0.9996,山西省,0
1211643651,5.0,"终于有一部动画片可以让国人内心久久激荡。嗯，我们起的一个大早，和孩子一起去看最早的那场哪吒的电影，一进去以后，我发现宽目平的大的那个厅座无虚席，从第一排一直到最后一排，满满当当，扶老携幼，这种景象也是难得一见的。在一个星期六的早上八点钟
在这部电影里面，我们看到了很多感动的点，比如说我命由我不由天，比如说届时不是真正的被认可的那个人，可是他们也有自己内心的尊严和向往，以及他们的追求
比如人的成见就像一座大山，挪威的出身让我们丧失了很多应该有的机会，也不是所要努力的结果，就一定是成功，那什么是成功，什么是努力的意义，在现实生活中有无限的折射，让人不禁陷入深深的思考",2025/4/21 18:32,北京,0,0.9994,北京市,0
1211647621,5.0,"家人们谁懂啊！《哪吒之魔童闹海》真的太牛了！从电影一开始，我眼睛就被黏在屏幕上，根本挪不开。那画面，老炫了，色彩鲜艳，特效也超厉害，跟施了魔法似的。剧情更是没话说，又燃又好玩，一会儿把我逗得嘎嘎乐，一会儿又把我感动得稀里哗啦。

就感觉它像冬天里的小火炉，暖烘烘的。看完从影院出来，心里还暖乎乎、乐滋滋的，好久都没缓过神来。这电影真的，家人们听我的，赶紧去看，不看后悔一万年！",2025/4/21 16:33,瑞安,0,0.7679,浙江省,0
1211623391,4.5,剧情方面还不错，但有一点不理解，为啥丢哪吒、敖丙和李靖夫妇进丹炉的时候，那个小盖子上面的纹路是美元的符号？石矶娘娘的人物形象设计，个人感觉很失败，相比于第一部，第二部中的哪吒，似乎变得更感性一些了，导演对于哪吒的情感变化刻画地更加细腻了，双魂一体的构思也很巧妙，强化了哪吒和敖丙之间的友情羁绊，总体来说《魔童闹海》还是一部非常值得一看的国产优秀电影，为所有参与制作和拍摄的人员们点赞,2025/4/20 20:21,广州,0,0.9994,广东省,0
1211602864,5.0,"哪吒非常值得一看，哪吒的故事在影视作品中被赋予了新的生命和深度，尤其是在《哪吒之魔童闹海》这部电影中。影片通过现代特效和创新的剧情，将传统神话与现代文化相结合，展现了哪吒这一角色的复杂性和多面性。哪吒的故事不仅仅是关于他的冒险和战斗，还涉及到命运、善恶、亲子关系等深刻主题。影片中的角色塑造饱满，情感丰富，尤其是亲情线的描绘，让人感动和珍惜。此外，哪吒在成长过程中展现出的勇气和反抗精神，也使得这个角色非常值得观看和思考。
",2025/4/20 7:21,青岛,2,0.9955,山东省,2
1211647502,5.0,不错  非常好看,2025/4/21 10:48,蚌埠,0,0.6095,安徽省,0
